id,title,url,rank
40948952,Cosmic Updates (Feat. Community),https://blog.system76.com/post/cosmic-july-2024,123
40948083,Schaffer–Vega Diversity System,https://en.wikipedia.org/wiki/Schaffer%E2%80%93Vega_diversity_system,124
40934812,Crows and Magpies Snatch Anti-Bird Spikes to Build Their Nests,https://www.smithsonianmag.com/smart-news/crows-and-magpies-snatch-anti-bird-spikes-to-build-their-nests-180982546/,125
40937760,Putting DuckDB in Postgres to Query Iceberg,https://blog.paradedb.com/pages/iceberg_lakehouse,126
40948395,NASA's $5B Europa Clipper mission may not be able to handle Jupiter's radiation,https://www.space.com/europe-clipper-transistors-vulnerable-radiation,127
40932948,Ask HN: Who's been hired through Hacker News?,item?id=40932948,128
40934608,A relativistic framework to establish coordinate time on the Moon and beyond,https://arxiv.org/abs/2402.11150,129
40927076,Cloudflare billing incident since 35 days including wrong invoice,https://www.cloudflarestatus.com/incidents/5t270n2ndf0h,130
40934495,Second factor SMS: Worse than its reputation,https://www.ccc.de/en/updates/2024/2fa-sms,131
40935701,Binance built a 100PB log service with Quickwit,https://quickwit.io/blog/quickwit-binance-story,132
40948232,Discord vs. IRC Rough Notes,https://push.cx/discord-vs-irc-notes,133
40949367,At least 65 pilot whales die in Scottish mass stranding,https://www.reuters.com/business/environment/least-65-pilot-whales-die-scottish-mass-stranding-2024-07-11/,134
40940409,DVDs are dying right as streaming has made them appealing again,https://arstechnica.com/gadgets/2024/07/dvds-are-dying-right-as-streaming-has-made-them-appealing-again/,135
40921989,Multi-agent chatbot murder mystery,https://ai-murder-mystery.onrender.com/,136
40913138,The Race to Seal Helium HDDs (2021),https://blog.westerndigital.com/race-to-seal-helium/,137
40948888,Rust Received the SIGPLAN Programming Languages Software Award 2024,https://www.sigplan.org/Awards/Software/,138
40949813,All About Laptop Display Reuse,https://hackaday.io/project/179868-all-about-laptop-display-reuse,139
40934551,3D Gaussian Ray Tracing: Fast Tracing of Particle Scenes,https://gaussiantracer.github.io/,140
40912271,Real-time audio programming 101: time waits for nothing (2011),http://www.rossbencina.com/code/real-time-audio-programming-101-time-waits-for-nothing,141
40950524,"OpenAI reports near breakthrough with ""reasoning"" AI, reveals progress framework",https://arstechnica.com/information-technology/2024/07/openai-reportedly-nears-breakthrough-with-reasoning-ai-reveals-progress-framework/,142
40926734,Vision language models are blind,https://vlmsareblind.github.io/,143
40947502,FTC Warns Companies to Stop Warranty Practices Harming Consumers Right to Repair,https://www.ftc.gov/news-events/news/press-releases/2024/07/ftc-warns-companies-stop-warranty-practices-harm-consumers-right-repair,144
40934582,"The Overengineered Resume with Zola, JSON Resume, Weasyprint, and Nix (2023)",https://ktema.org/articles/the-overengineered-resume/,145
40950836,Show HN: Fedv.link – a way to share Mastodon links that can be interacted with,https://fedv.link,146
40945342,I think NextJS lead reactjs to a doom way,item?id=40945342,147
40907933,No more boot loader: Please use the kernel instead,https://pretalx.com/devconf-cz-2024/talk/W3AVCT/,148
40948706,Amazon's AI chatbot Rufus is now live for all US customers,https://www.engadget.com/amazons-ai-chatbot-rufus-is-now-live-for-all-us-customers-190938911.html,149
40938388,Rulers of the Ancient World: period correct measuring tools,https://www.burn-heart.com/rulers-of-the-ancient-world,150
40938092,Shelley Duvall has died,https://www.bbc.com/news/articles/cy77p22jr5lo,151
40944049,You can deeplink to a specific PDF page,https://technicalwriting.dev/www/pdf.html,152
40928893,Zed on Linux Is Here,https://zed.dev/linux,153
40925474,Copying collectors with block-structured heaps are unreliable,https://wingolog.org/archives/2024/07/10/copying-collectors-with-block-structured-heaps-are-unreliable,154
40933120,America's Fastest Swimmers Use Math to Win Gold,https://www.quantamagazine.org/how-americas-fastest-swimmers-use-math-to-win-gold-20240710/,155
40942776,Show HN: Uniflow - A fast multipurpose workflow engine,https://github.com/siyul-park/uniflow,156
40935154,Qualcomm's Oryon core: A long time in the making,https://chipsandcheese.com/2024/07/09/qualcomms-oryon-core-a-long-time-in-the-making/,157
40920122,How CD pregaps gained their hidden track superpowers,https://tedium.co/2024/07/06/compact-disc-pregap-history/,158
40925552,Vectorlite: Fast Vector Search for SQLite,https://github.com/1yefuwang1/vectorlite,159
40950119,CISA Red Team's Operation Highlights the Necessity of Defense-in-Depth,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-193a,160
40925025,SimSig: Railway Signalling Simulations,https://www.simsig.co.uk/,161
40929104,"Ed Stone, scientist and salesman for the Voyager mission, has died",https://www.cbc.ca/radio/quirks/ed-stone-head-of-the-voyager-mission-that-introduced-us-to-solar-system-s-outer-planets-has-died-1.7235038,162
40935600,Serious errors plague DNA tool that's a workhorse of biology,https://www.nature.com/articles/d41586-024-02280-1,163
40951324,Tell HN: your next idea should focus on aged care,item?id=40951324,164
40926439,At the Mountains of Madness,https://antithesis.com/blog/madness/,165
40911637,Rye: A Hassle-Free Python Experience,https://rye.astral.sh/,166
40933756,The Future of Trash [pdf] (2023),https://dsny.cityofnewyork.us/wp-content/uploads/reports/future-of-trash-april-2023.pdf,167
40926515,Training of Physical Neural Networks,https://arxiv.org/abs/2406.03372,168
40930549,Big Ball of Mud (1999),http://laputan.org/mud/,169
40946298,Hackers On Planet Earth is live,https://hope.net/,170
40909076,"DB Browser for SQLite (Windows, macOS, and Most Versions of Linux)",https://sqlitebrowser.org/,171
40948190,EU says X's blue tick accounts deceive users,https://www.bbc.com/news/articles/cw0y1ezpv5xo,172
40941673,Repeated plague infections across six generations of Neolithic Farmers,https://www.nature.com/articles/s41586-024-07651-2,173
40923986,Asking an LLM to build a simple web tool,https://eli.thegreenplace.net/2024/asking-an-llm-to-build-a-simple-web-tool/,174
40951172,A Cable Under Norway's Sea Disappeared. Was Russia to Blame?,https://www.bloomberg.com/features/2024-undersea-cable-sabotage-russia-norway/,175
40916786,Turbopuffer: Fast search on object storage,https://turbopuffer.com/blog/turbopuffer,176
40922739,RouteLLM: A framework for serving and evaluating LLM routers,https://github.com/lm-sys/RouteLLM,177
40950497,Solving the Worst Problem in Programming Education: Windows,https://learncodethehardway.com/blog/29-solving-the-worst-problem-in-programming-education-windows/,178
40914958,Circos – Circular Visualization,https://circos.ca/,179
40918152,Ask HN: How do browsers isolate internal audio from microphone input?,item?id=40918152,180
40918152,Ask HN: How do browsers isolate internal audio from microphone input?,item?id=40918152,181
40920681,"Show HN: Maelstrom – A Hermetic, Clustered Test Runner for Python and Rust",https://github.com/maelstrom-software/maelstrom,182
40920926,OpenFeature: Standardizing Feature Flagging,https://openfeature.dev/,183
40947697,@property: Next-gen CSS variables now with universal browser support,https://web.dev/blog/at-property-baseline,184
40948434,Germany – Coal generation at low during Q2 2024,https://www.smard.de/page/en/topic-article/5892/213898,185
40909327,Making my own wedding rings,https://geoff.greer.fm/2024/07/07/making-my-own-wedding-rings/,186
40942769,A personal music streaming server that works,https://koel.dev,187
40944838,We need new metaphors that put life at the centre of biology Essays,https://aeon.co/essays/we-need-new-metaphors-that-put-life-at-the-centre-of-biology,188
40915886,Storing Scraped Data in an SQLite Database on GitHub,https://jerrynsh.com/how-i-saved-scraped-data-in-an-sqlite-database-on-github/,189
40906401,1JPM: A Maven/Gradle alternative in a single Java file,https://github.com/Osiris-Team/1JPM,190
40928722,Important Update on Mbed,https://os.mbed.com/blog/entry/Important-Update-on-Mbed/,191
40942210,"Show HN: Meet: Combining LinkedIn and Tinder, swipe to build connections",https://cake.me/app#meet,192
40944616,I Want My Scrollbar Back,https://aartaka.me/scrollbar,193
40943064,Color Wheels Are Wrong (2011),https://longform.asmartbear.com/color-wheels/,194
40939607,The Old Bailey with Britain's last court reporters,https://www.theguardian.com/news/article/2024/jul/11/old-bailey-dying-art-court-reporter-justice,195
40932916,How A Con Man Ended Up in Solitary in Colorado's Supermax Federal Prison,https://www.westword.com/news/conman-with-el-chapo-solitary-in-colorado-federal-supermax-18810429,196
40907155,The Right Kind of Stubborn,https://paulgraham.com/persistence.html,197
40946803,Exim vulnerability affecting 1.5M servers lets attackers attach malicious files,https://arstechnica.com/security/2024/07/more-than-1-5-million-email-servers-running-exim-vulnerable-to-critical-attacks/,198
40938851,How water controls the speed of muscle contraction,https://phys.org/news/2024-07-muscle-machine.html,199
40926211,Show HN: Posting v1 – The modern HTTP client that lives in your terminal,https://github.com/darrenburns/posting,200
40950359,Court Holds Federal Ban on Home-Distilling Exceeds Congress' Enumerated Powers [pdf],https://storage.courtlistener.com/recap/gov.uscourts.txnd.384014/gov.uscourts.txnd.384014.49.0.pdf,201
40946559,Gobsmacking Study Finds Life on Earth Emerged 4.2B Years Ago,https://www.sciencealert.com/gobsmacking-study-finds-life-on-earth-emerged-4-2-billion-years-ago,202
40928756,Researchers discover a new form of scientific fraud: 'sneaked references',https://phys.org/news/2024-07-scientific-fraud-uncovering.html,203
40941774,Webster's Dictionary 1828,https://webstersdictionary1828.com/,204
40920246,How to validate a market with development boards and SD cards,https://flyingcarcomputer.com/posts/how-to-validate-market-with-development-board/,205
40932099,We Build Simple Software,https://blog.pickcode.io/why-we-build-simple-software/,206
40916193,Scoped Propagators,https://www.orionreed.com/posts/scoped-propagators,207
40926648,AMD to buy Silo AI for $665M,https://www.ft.com/content/7b8d2057-2687-45b3-bae4-1488a75ac5b2,208
40921511,Daylight eInk Computer,https://daylightcomputer.com,209
40950071,"Apple will allow developers access to its NFC technology, avoiding an EU fine",https://www.engadget.com/apple-will-allow-developers-access-to-its-nfc-technology-avoiding-an-eu-fine-123026127.html,210
40914623,uMap Project,https://umap-project.org,211
40921038,Knowledge Graphs in RAG: Hype vs. Ragas Analysis,https://aiencoder.substack.com/p/graphrag-analysis-part-1-how-indexing,212
40922740,Awsviz.dev simplifying AWS IAM policies,https://www.awsviz.dev/,213
40935120,New incompletely rifted microcontinent identified between Greenland and Canada,https://phys.org/news/2024-07-incompletely-rifted-microcontinent-greenland-canada.html,214
40944756,Capricorn One – The 1978 Fake Mission to Mars,https://www.telegraph.co.uk/films/0/capricorn-one-nasa-fake-mars-mission-conspiracy/,215
40913736,Show HN: Crawlee for Python – a web scraping and browser automation library,https://crawlee.dev/python/,216
40910731,Enums in Go,https://dizzy.zone/2024/01/26/Enums-in-Go/,217
40906171,Don't use a $5 range outlet for EV charging,http://nerdralph.blogspot.com/2024/07/dont-use-5-range-outlet-for-ev-charging.html,218
40946797,Depth Anything V2,https://depth-anything-v2.github.io/,219
40907303,The Transformation Priority Premise (2013),https://blog.cleancoder.com/uncle-bob/2013/05/27/TheTransformationPriorityPremise.html,220
40948942,"Cosmic Desktop Close to Alpha Release, Adds Compositor Multi-Threading",https://www.phoronix.com/news/COSMIC-July-Updates,221
40910792,Mouse Heaven or Mouse Hell? (2022),https://www.sciencehistory.org/stories/magazine/mouse-heaven-or-mouse-hell/,222
40947024,Stack Overflow has stopped publishing data dumps to the Internet Archive,https://meta.stackexchange.com/questions/401324/announcing-a-change-to-the-data-dump-process,223
40917358,Docs as code (2017),https://www.writethedocs.org/guide/docs-as-code/,224
40936960,New Blast-RADIUS attack breaks 30-year-old protocol used in networks everywhere,https://arstechnica.com/security/2024/07/new-blast-radius-attack-breaks-30-year-old-protocol-used-in-networks-everywhere/,225
40931957,We sped up Notion in the browser with WASM SQLite,https://www.notion.so/blog/how-we-sped-up-notion-in-the-browser-with-wasm-sqlite,226
40932056,Microsoft Quits OpenAI's Board Amid Antitrust Scrutiny,https://www.wsj.com/tech/ai/microsoft-withdraws-from-openais-board-amid-antitrust-scrutiny-aab6ff1e,227
40908273,C++ patterns for low-latency applications including high-frequency trading,https://arxiv.org/abs/2309.04259,228
40936288,'It's going to be catastrophic': Adult product sellers scrambling after Etsy ban,https://www.modernretail.co/technology/its-going-to-be-catastrophic-sex-product-sellers-are-left-scrambling-after-a-sweeping-etsy-ban/,229
40939080,Dynolog: Open-Source System Observability (2022),https://developers.facebook.com/blog/post/2022/11/16/dynolog-open-source-system-observability/,230
40947549,Linus Torvalds says RISC-V will make the same mistakes as Arm and x86,https://www.tomshardware.com/tech-industry/linus-torvalds-says-risc-v-will-make-the-same-mistakes-as-arm-and-x86,231
40909607,Twenty Five Years of Warehouse-Scale Computing,https://www.computer.org/csdl/magazine/mi/5555/01/10551740/1XyKBf0Y6uA,232
40947343,Starlink Mini,https://www.starlink.com/roam,233
40939964,Run Functions in Another Stack with Zig,https://teiolass.gitlab.io/posts/zig_stack/,234
40914475,Dynamic translation of Smalltalk to WebAssembly,https://thiscontext.com/2023/07/26/dynamic-translation-of-smalltalk-to-webassembly/,235
40915082,PySkyWiFi: Free stupid wi-fi on long-haul flights,https://robertheaton.com/pyskywifi/,236
40908368,Show HN: S3HyperSync – Faster S3 sync tool – iterating with up to 100k files/s,https://github.com/Starofall/S3HyperSync,237
40912920,"Show HN: Tegon: Open-source alternative to Jira, Linear",https://github.com/tegonhq/tegon,238
40946809,ChromeOS ending independent 'Lacros' browser effort in light of Android future,https://9to5google.com/2024/07/12/chromeos-lacros-ending/,239
40918991,Making Python Less Random,https://healeycodes.com/making-python-less-random,240
40921915,Johns Hopkins medical school will be free for most after $1B donation,https://www.axios.com/2024/07/08/johns-hopkins-bloomberg-donation,241
40918635,Show HN: Personal website inspired by Apple notes,https://www.alanagoyal.com/how-this-works,242
40924670,10-acre underground home and gardens in Fresno [video],https://www.youtube.com/watch?v=mUKRPoQKynk,243
40942684,Automated Spam Campaign Floods GitHub/NPM with 1000s of Garbage Packages,https://socket.dev/blog/massive-automated-spam-campaign-floods-npm-registry-with-thousands-of-garbage-tea-xyz-packages,244
40912684,The zombie misconception of theoretical computer science,https://scottaaronson.blog/?p=8106,245
40948693,A.I. Has Become a Technology of Faith,https://www.theatlantic.com/technology/archive/2024/07/thrive-ai-health-huffington-altman-faith/678984/,246
40919762,Grokking the Sequent Calculus (Functional Pearl),https://arxiv.org/abs/2406.14719,247
40942031,Scientists build robot controlled by a brain in a jar,https://www.sciencefocus.com/news/this-robot-is-controlled-by-a-human-brain-in-a-jar,248
